Hospital,username,review,stars_given,Branch location,Time
Web results,Sree Chandana,Very nice doctors especially Dr. Namala Bharadwaj and nice hospitality but recless nursing staff at the sharing wards,3.0,Telangana 500070,9 months ago
Web results,vinodkumar rajavaram,One of the best  hospitals near our L. B .Nagar area regarding  Pregnancy and maternity .Fully trained and dedicated staff  respond and  guide us throughout every stage of regular checkups and delivery time . Hats off to the entire team. RAINBOW HOSPITAL L.B.NAGAR,5.0,Telangana 500070,a year ago
Web results,shiva prasad,Worst hospital. Waste of time. They don't know about inside health problems. No best suggestions. Junior doctors are very low knowledge about women's health problems. They check only pregnant ladies. Other problems not solved.,1.0,Telangana 500070,3 years ago
Web results,mohd sami,"It's waste of time here,  person's not responding well people come here with patients and with a hope but here you can't find that wonderful words for what you came to listen I think Hyderabad's government hospitals even better than this hospital it's waste of time, money and efforts.Management absolutely failed to maintain disciplineIn a simple word they hired contrybrute in the position of OPD unqualified nurse in emergency ward who missguide people....If it's possible I would have rate in - for this hospitalYou can see just how a guy doing his duty by sleeping at front desk I asked him call a nurse for a important work he simply replyed me, be here she will come and then he gone a deeper sleepIs it a hospital or municipality office?",1.0,Telangana 500070,4 years ago
Web results,Priyanka,Dr saroja is an excellent doctor. She is very friendly and provides very good suggestions for Gynic related problems.,5.0,Telangana 500070,a year ago
Web results,Home Mail,One of the best maternity hospital in our locality. Well maintained and  trained  staff. Responsive and cooperative  staff .located on national highway,5.0,Telangana 500070,a year ago
Web results,Abhilash B,End up with high billing after 1:30 -2 hrs of wait evn after slot booking doctor give nly 2 mins for consultation not evn touch the patient pregnancy women. Charges are very high.,1.0,Telangana 500070,2 years ago
Web results,Tarun Chandu,good hospital with great sisters with politeness and tqs to drsuresh sir to suggest good treatments,5.0,Telangana 500070,a year ago
Web results,R. Veeraswamy,12/2/2022.  pm  2:15to2:30. RTC bus accident 😭😭😭😭.G. Mahesh. Rainbow hospital opposite death. Mis u alludu. 💔💔💔💔,5.0,Telangana 500070,2 years ago
Web results,srilatha reddy,They have Emergency Vaccination samples collection in 1 room for which they always have queue...Saying no beds..,1.0,Telangana 500070,4 years ago
Web results,swathi ..,non medical items are very expensive.. overall experience is good..,5.0,Telangana 500070,a year ago
Web results,Gopireddy Venkatreddy,DR.Vvvr satyaprasad UTi information  treatment  is bad patient name G.JASWANTH REDDY,1.0,Telangana 500070,2 years ago
Web results,Pawan Acharya,Worst hospital. Unworthy doctors and useless customer service / receptionists,1.0,Telangana 500070,a year ago
Web results,Raja Karbas,I was very happy with the service and hospitality at the hospital.,5.0,Telangana 500070,8 months ago
Web results,Shiva Macha,#Incorrect location marked.#New hospital is at Chintalkunta checkpost.,1.0,Telangana 500070,5 years ago
Web results,Naresh Naik,"Dr. Shyamala, seen well and took care",5.0,Telangana 500070,a year ago
Web results,iqbal hussain,Very bad hospital 🏥,2.0,Telangana 500070,6 months ago
Web results,praveen madasu,Dr.shraya madam had good,5.0,Telangana 500070,a year ago
Web results,KALYANI SHARMA,Commercial place not hospital works only for billing,1.0,Telangana 500070,2 years ago
Web results,Salathiel Nalli,"No place to sit, just need to stand on the road",2.0,Telangana 500070,2 years ago
Web results,rahul reddy,Worst staff to much of waiting hours  I m totally disappointed ...,1.0,Telangana 500070,4 years ago
Web results,Farhana shaik,Not good 🙍🙍,1.0,Telangana 500070,3 years ago
"Rainbow Children's Hospital and BirthRight, Karkhana, Secunderabad, Best Maternity Hospital",Dinnu Dinesh8,Good hospital good doctors🏥Where they can treat for children and also pregnant women only they treat there is wonderful doctors available gynocology and pediatric doctors treats welland also good ambianceThere is a kids zone for playing games with balls and Little gamesBut one was bad for me was the waiting area of the icu attendents was worst facilities for patients attendentsWhile coming to the treatment wise was there is package for normal deliveries and operations they charge a huge amount its depends on package which was around 1.5-2.5 around was highly package for delivery there is a insurance option also available,3.0,Telangana 500009,a month ago
"Rainbow Children's Hospital and BirthRight, Karkhana, Secunderabad, Best Maternity Hospital",Anisha Shastri,"I was really happy with my delivery experience. The suite was no less than a five star and so was the service! Doctors, nurses, cleaning staff, everybody went out of their way to make us feel comfortable. Best part was they have dedicated feeding nursing staff who were so helpful round the clock and honestly not sure how I'd get through the first few days without their guidance and support! I'd definitely recommend Rainbow Karkhana.",5.0,Telangana 500009,4 months ago
"Rainbow Children's Hospital and BirthRight, Karkhana, Secunderabad, Best Maternity Hospital",Arnab Dutta,"This rating is primarily because of Dr. Madhumita. She is indeed a gem of a gynaecologist. What I really liked was her immense confidence and the conviction with which she handles her patient. She always explains nicely the reasons behind her decisions.Of course other doctors and nurses who attended were also very nice and took good care of my wife. Facility wise the hospital is well-equipped to handle child delivery and care.Now coming to the management side, well they're doing good but there is still a lot to improve. It would be nice if they can guide us about the discharge time and the process well in advance so that we can make plans accordingly. Also, it will be really nice if they promptly attend to our billing queries.",5.0,Telangana 500009,3 months ago
"Rainbow Children's Hospital and BirthRight, Karkhana, Secunderabad, Best Maternity Hospital",Edappilly Aja,I'm very much glad for I've approached rainbow Hospital Karkhana for my second delivery. I was tensed bcoz of my late pregnancy. But the staff and doctors were so supportive and friendly. Everything went well and I was blessed with a baby girl. I sincerely thank all the doctors and staff there for their support and care.My entire journey with Dr Bhavana Kasu was so pleasing. She was just awesome. I thank her from the depth of my heart.,5.0,Telangana 500009,a month ago
"Rainbow Children's Hospital and BirthRight, Karkhana, Secunderabad, Best Maternity Hospital",arjun r r,"Doctors don’t give enough time for normal Delivery. They convey that it’s better to go for C section anticipating all the minimal risks involved.Rooms are not allotted till the time child is born. Form the time of admission to delivery, Husband and family members have to wait in a common hall with minimal facilities (Only one bathroom is available, which was also not in usable condition)3. ⁠When mother is in the labor room, the family has to either wait in the hall or use a dormitory in the car parking basement area which is very shabby.4. ⁠The canteen has very minimal menu, and is always clogged by the staff of the hospital.In a nutshell, the hospital doesn’t do justice for the kind of money they extract.Purely commercial.However, the pediatrician is absolutely fantastic. Never prescribes medicines/tests unless it’s so critical.",2.0,Telangana 500009,3 months ago
"Rainbow Children's Hospital and BirthRight, Karkhana, Secunderabad, Best Maternity Hospital",Maley Bhargav,The exceptional hospitality and services provided made the occasion memorable. The dedicated staff and excellent care contributed to a positive and comfortable atmosphere for the new addition to our family. Highly recommended for their top-notch service in maternity care.,5.0,Telangana 500009,3 months ago
"Rainbow Children's Hospital and BirthRight, Karkhana, Secunderabad, Best Maternity Hospital",Vamsi Krishna,"I have been consulting a doctor Shiva Narayana Reddy in this hosp. for my kid from past couple of years. Here is my review.Positives:1. The doctor is very professional.Normally he wont give antiboitics easily and also they wont prefer to go for unnecessary testings. He listen patiently to all your queries. Most of the time,my baby recovered well after following the medication that he give.2. The staff wony be impatient to any one. Even though they are busy,they listen to you and guide you.3.Need to appreciate the frontline health workers here.4. The new building is having good space when compared to old one. The waiting place is better than the previous.Negatives:1. This vikrampuri branch is shifted to a new location. But i was not informed though i toom appointment by phone twice. It would have been much better if i was informed earlier as i missed the morning time appointment...2. Once the payment is done, they would give some token number but it wont work and there is no token system here... They will send one by one. Every time I visit, there would be atleast one instance of fighting between parents ans staff. Parent would be complaining that they came first and why they are sending the other..3. The blood tests are getting collected in the emergency ward. There was a huge line of parents and children waiting for their turn in the emergency ward. Seriously? I know how much disturbance  the parents in the emergency ward are facing due to this. It would be much better if they can collect the samples somewhere else.4. The waiting room for covid vaccine persons and patients are same. Woukd be much better if they have a different location as it wont be safe for children sitting along with them.5. They took blood samples of my kid . They mentioned that it would take 2 hrs to get the results. But i got it after 3 hrs. The doctor took lunch break that time and so we need to wait a bit more for our turn. Not sure it happens with everytime.Tips:1. Book the appointment in the morning ( 9 to 11 am) itself so that the waiting time would be very less.2. Phone booking or online booking for the timeslot is not necessary. You can go directly and even if you book the appointment in advance it wont be much difference atall3. Be patient with your turn...I am giving 4/5 because of the doctor shiva narayana reddy sir service. Because thats what i need the most.",4.0,Telangana 500009,2 years ago
"Rainbow Children's Hospital and BirthRight, Karkhana, Secunderabad, Best Maternity Hospital",priya bhargavi,"I m a parent of a 7 year old boy.Recently had to admit him for health issue.I must say this hospital is no 1 in maintenance hygiene neatness and in looking after the patients with their utmost care, hospitality.Sisters and nurses patience should be given 100% appreciation in monitoring them time to time.Last but not the least the diet plan is extraordinary.If every parent follows the diet which is followed by the hospital daily I m sure no child need to attend the hospital with any sort of health issues..Thanku Rainbow for the love and concern showed on every child.",5.0,Telangana 500009,4 months ago
"Rainbow Children's Hospital and BirthRight, Karkhana, Secunderabad, Best Maternity Hospital",Deepak Pradeep,I’m very happy with the overall services. They have provided all the benefits as mentioned in the birth package and is really worth as we get lots of complimentary gifts. All the staffs are very friendly and professional. Special thanks to Dr.Bhavana and her team!,5.0,Telangana 500009,3 months ago
"Rainbow Children's Hospital and BirthRight, Karkhana, Secunderabad, Best Maternity Hospital",Hyderabadrocker Hyderabad,"Good treatment for children. We were given immediate attention when we walked into emergency at 10PM. The doctors first gave us the comfort, checked the child and then advised us on admission. They haven’t pressured us for money anytime. They cared for child more. Dr.Preetham sir has been loving towards my daughter for all our stay. Thanks Rainbow",5.0,Telangana 500009,a year ago
"Rainbow Children's Hospital and BirthRight, Karkhana, Secunderabad, Best Maternity Hospital",srinivas K,"Instead of hospital, i can appreciate a staff named Mrs. Mallika (coordinator).  When i was in problem, she has not slept whole night to resolve my problem. She was very good in co ordinating with insurance team and rainbow hospital staff and helped me alot. I will never forget her help in throughout my life.",5.0,Telangana 500009,5 months ago
"Rainbow Children's Hospital and BirthRight, Karkhana, Secunderabad, Best Maternity Hospital",C M,"What is the point of taking appointments when the staff and doctors have no time sense. I sat for one and half hours after my appointment time. If the doctor cannot see so many patients at one time then stop giving appointments, as simple as that. When I went to the receptionist to complain about the delay, they found out that my name was never in the appointment list. I just have one word for this hospital - PATHETIC.",1.0,Telangana 500009,2 months ago
"Rainbow Children's Hospital and BirthRight, Karkhana, Secunderabad, Best Maternity Hospital",Mohd Ajaz,Dr Jyoti Bothra at Rainbow Hospital Karkhana is Well Experienced in handling Surgery. She has taken very good care of my child. The hospital is also well organised in providing a Good Service without any issues.Thank you Rainbow !!,5.0,Telangana 500009,3 months ago
"Rainbow Children's Hospital and BirthRight, Karkhana, Secunderabad, Best Maternity Hospital",Ramya vety,Dr madhumathi and Dr Bhavani kasu are the worst doctors for mankind and I hope no doctor should be given a doctor certificate without basic humanity  !With you Drs i simply lost trust on hospitalsTo the strongest you make them the weakest in the room and take for emergencyRun for money but don't make money has lifePeople trust you they come to you don't ever take advantage of innocence !!!May our country wake up and learn that there bodies have no problem and it is the doctors who want to chop the flesh and our pockets  !c section isbusiness,1.0,Telangana 500009,a month ago
